Vernier Format 2
Untitled.cmbl 06-Sep-22 15:07:49 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.02	0.265194	0.251463888889	0.477484567901
0.04	0.270081	0.260636111111	0.464795524691
0.06	0.275383	0.272616666667	0.378009259259
0.08	0.281171	0.27735	0.230235339506
0.1	0.28656	0.278619444444	0.217897376543
0.12	0.292174	0.285026388889	0.270144675926
0.14	0.298014	0.2900375	0.315997299383
0.16	0.303767	0.296172222222	0.418323688272
0.18	0.309728	0.307891666667	0.462795138889
0.2	0.316157	0.316738888889	0.411456404321
0.22	0.322429	0.3239875	0.36665316358
0.24	0.329101	0.331288888889	0.337393904321
0.26	0.335755	0.336073611111	0.377907021605
0.28	0.342461	0.344666666667	0.480470679012
0.3	0.34941	0.358256944444	0.452282021605
0.32	0.356947	0.365623611111	0.295185185185
0.34	0.364156	0.367272222222	0.238456790123
0.36	0.371469	0.374723611111	0.211487268519
0.38	0.379266	0.377298611111	0.141859567901
0.4	0.386631	0.377330555556	0.20537808642
0.42	0.394169	0.385169444444	0.287264660494
0.44	0.402105	0.390608333333	0.301662808642
0.46	0.409799	0.396652777778	0.326386959877
0.48	0.417926	0.403991666667	0.320721450617
0.5	0.425949	0.4111625	0.255590277778
0.52	0.434492	0.4139	0.214469521605
0.54	0.442532	0.415626388889	0.344809027778
0.56	0.450849	0.4285375	0.44578125
0.58	0.459791	0.437258333333	0.386948302469
0.6	0.468438	0.442229166667	0.380210262346
0.62	0.477327	0.45245	0.368360339506
0.64	0.486632	0.458806944444	0.292052469136
0.66	0.495764	0.461844444444	0.308375771605
0.68	0.504948	0.470798611111	0.345513117284
0.7	0.514669	0.477277777778	0.325457175926
0.72	0.524096	0.481851388889	0.374704861111
0.74	0.533765	0.493186111111	0.378433641975
0.76	0.543937	0.499636111111	0.283051697531
0.78	0.553866	0.501944444444	0.291352237654
0.8	0.563882	0.509208333333	0.379625771605
0.82	0.57414	0.520179166667	0.352912808642
0.84	0.584866	0.524495833333	0.277907021605
0.86	0.595142	0.527825	0.331780478395
0.88	0.605782	0.538504166667	0.358956404321
0.9	0.616785	0.5453375	0.266539351852
0.92	0.627737	0.546540277778	0.277816358025
0.94	0.638463	0.554881944444	0.357361111111
0.96	0.649951	0.562908333333	0.358564814815
0.98	0.661042	0.568740277778	0.37112654321
1	0.6726	0.578283333333	0.357391975309
1.02	0.684279	0.58355	0.328043981481
1.04	0.695941	0.589372222222	0.370507330247
1.06	0.707724	0.599525	0.360239197531
1.08	0.719992	0.606945833333	0.227635030864
1.1	0.732209	0.605743055556	0.211902006173
1.12	0.744009	0.612913888889	0.304064429012
1.14	0.756711	0.620859722222	0.280925925926
1.16	0.768962	0.624225	0.247542438272
1.18	0.781594	0.630563888889	0.218030478395
1.2	0.794279	0.63295	0.18494212963
1.22	0.806894	0.636527777778	0.129882330247
1.24	0.819613	0.644366666667	-0.451533564815
1.26	0.832782	0.639918055556	-2.4476408179
1.28	0.845692	0.586927777778	-6.56049189815
1.3	0.858307	0.413013888889	-11.986402392
1.32	0.86607	0.0581402777778	-14.639533179
1.34	0.860386	-0.286209722222	-11.6588290895
1.36	0.850769	-0.448372222222	-6.30187692901
1.38	0.840701	-0.501633333333	-2.34599344136
1.4	0.830148	-0.504875	-0.38553433642
1.42	0.82041	-0.496479166667	0.216062885802
1.44	0.810411	-0.491641666667	0.35503279321
1.46	0.800569	-0.480373611111	0.316755401235
1.48	0.791333	-0.475686111111	0.139625771605
1.5	0.781733	-0.478526388889	0.127420910494
1.52	0.772012	-0.474269444444	0.273520447531
1.54	0.762637	-0.464690277778	0.316440972222
1.56	0.753557	-0.459698611111	0.284770447531
1.58	0.744287	-0.455926388889	0.354214891975
1.6	0.735189	-0.446786111111	0.479567901235
1.62	0.726369	-0.434816666667	0.525900848765
1.64	0.717861	-0.425068055556	0.523524305556
1.66	0.709301	-0.413280555556	0.484274691358
1.68	0.701399	-0.40445	0.393512731481
1.7	0.69322	-0.399822222222	0.393219521605
1.72	0.685232	-0.388654166667	0.395659722222
1.74	0.677781	-0.381854166667	0.321948302469
1.76	0.670052	-0.378391666667	0.348179012346
1.78	0.662462	-0.368293055556	0.386753472222
1.8	0.655358	-0.359597222222	0.302621527778
1.82	0.648271	-0.358354166667	0.306599151235
1.84	0.640837	-0.349841666667	0.416971450617
1.86	0.634235	-0.339066666667	0.429187885802
1.88	0.627407	-0.333119444444	0.449496527778
1.9	0.620753	-0.321094444444	0.45986882716
1.92	0.614654	-0.312861111111	0.394282407407
1.94	0.608312	-0.307408333333	0.405133101852
1.96	0.602195	-0.296036111111	0.384224537037
1.98	0.59658	-0.289608333333	0.276444830247
2	0.590723	-0.287306944444	0.268948688272
2.02	0.584988	-0.281315277778	0.363163580247
